,id,nombre,apellido,genero,nivel_academico,edad,fecha_de_nacimiento,email,foto
14,ba3deb2162344f558df7405c50bc8397,Luis,Álvarez,Masculino,1 nivel,2,2020-04-01,luis.álvarez@educacion.edu.ec,https://www.mcb.edu.ec/luis_álvarez.png
15,bd09e34e316f462a87f389143ed3cbb7,Claudia,Cuéllar,Femenino,1 nivel,3,2018-12-04,claudia_cuéllar@educacion.edu.ec,https://www.mcb.edu.ec/claudia_cuéllar.png
16,8d047fcc5a74452f9b2336c7f5e9c50b,María,Suárez,Femenino,1 nivel,3,2019-01-01,maría.suárez@educacion.edu.ec,https://www.mcb.edu.ec/maría_suárez.png
17,07e2a79149bd44bebbe3010b8f7611d5,Antonio,Ruiz,Masculino,1 nivel,2,2020-02-26,antonio_ruiz@educacion.edu.ec,https://www.mcb.edu.ec/antonio_ruiz.png
18,dd2858f7a8864cb284924bc7a160ce22,David,Vargas,Masculino,1 nivel,2,2020-01-12,david_vargas@educacion.edu.ec,https://www.mcb.edu.ec/david_vargas.png
19,a84d439bd8274d2e905b55fae3051e74,Edgardo,Barrios,Masculino,2 nivel,4,2018-09-17,edgardo.barrios@educacion.edu.ec,https://www.mcb.edu.ec/edgardo_barrios.png
20,a2ce0ff2522841afa1940a65e73fb48e,Marcela,Jiménez,Femenino,2 nivel,4,2018-03-14,marcela_jiménez@educacion.edu.ec,https://www.mcb.edu.ec/marcela_jiménez.png
21,1f72872019f04a1db5fb191c0ee1e01e,Víctor,Díaz,Masculino,1 nivel,3,2019-08-30,víctor_díaz@educacion.edu.ec,https://www.mcb.edu.ec/víctor_díaz.png
22,cab6747c2d164f3ab6b78cef19717707,Óscar,Jiménez,Masculino,2 nivel,4,2017-12-26,óscar.jiménez@educacion.edu.ec,https://www.mcb.edu.ec/óscar_jiménez.png
23,24ad7949237b48ba93ac33e41273f8b7,Jesús,Camargo,Masculino,2 nivel,4,2018-05-19,jesús_camargo@educacion.edu.ec,https://www.mcb.edu.ec/jesús_camargo.png
24,49414bb4202448fe8d0a416873945acb,Elena,Guerrero,Femenino,1 nivel,2,2020-01-03,elena_guerrero@educacion.edu.ec,https://www.mcb.edu.ec/elena_guerrero.png
25,17ff0726f2c24370b42068f7895d727a,Manuel,Bonilla,Masculino,2 nivel,4,2018-02-24,manuel.bonilla@educacion.edu.ec,https://www.mcb.edu.ec/manuel_bonilla.png
26,e8b46b031ef64211b9379175d337f160,Jimena,Castrillón,Femenino,1 nivel,2,2020-07-25,jimena_castrillón@educacion.edu.ec,https://www.mcb.edu.ec/jimena_castrillón.png
27,0b4a58a9aef04e1185dbc84b67f02e74,Hernando,Quiroz,Masculino,1 nivel,3,2019-07-25,hernando_quiroz@educacion.edu.ec,https://www.mcb.edu.ec/hernando_quiroz.png
28,89e783a4762441c0882ae0dd1263c5ee,Jenny,Loaiza,Femenino,1 nivel,2,2020-05-22,jenny.loaiza@educacion.edu.ec,https://www.mcb.edu.ec/jenny_loaiza.png
29,4c522fc1a0844d938e7c6c06d23b98a6,Yanet,Vargas,Femenino,2 nivel,4,2018-02-15,yanet_vargas@educacion.edu.ec,https://www.mcb.edu.ec/yanet_vargas.png
30,2f2808f5420a469f99db2f11fdb796f6,Alejandro,López,Masculino,2 nivel,4,2018-07-28,alejandro.lópez@educacion.edu.ec,https://www.mcb.edu.ec/alejandro_lópez.png
31,590f9fdbbf1d403f8336be8b2fd67685,Ruth,Rodríguez,Femenino,1 nivel,3,2019-06-16,ruth_rodríguez@educacion.edu.ec,https://www.mcb.edu.ec/ruth_rodríguez.png
32,016af019bfa341e4995a19108628f77f,María,Ramírez,Femenino,1 nivel,2,2019-12-04,maría.ramírez@educacion.edu.ec,https://www.mcb.edu.ec/maría_ramírez.png
33,f165c87735254392b227256edb47d549,José,Cano,Masculino,1 nivel,2,2019-12-09,josé_cano@educacion.edu.ec,https://www.mcb.edu.ec/josé_cano.png
34,987db7c9c5934d64a80cd356aa6534b8,Hugo,López,Masculino,1 nivel,2,2020-03-24,hugo.lópez@educacion.edu.ec,https://www.mcb.edu.ec/hugo_lópez.png
35,0e80e976b0b14fe19bc6cbc7dc64e7ae,Enrique,Tovar,Masculino,2 nivel,4,2018-11-07,enrique.tovar@educacion.edu.ec,https://www.mcb.edu.ec/enrique_tovar.png
36,2c19734122904651a9d5d7945bc8ea4a,David,Fernández,Masculino,2 nivel,5,2017-10-04,david_fernández@educacion.edu.ec,https://www.mcb.edu.ec/david_fernández.png
37,f7240643b88b4c3faf0e523c17749f5b,Antonio,Ruiz,Masculino,1 nivel,3,2019-07-04,antonio_ruiz2@educacion.edu.ec,https://www.mcb.edu.ec/antonio_ruiz95.png
38,6851efa61c9b45b28045cabc4c74f9d8,Daniela,Benavides,Femenino,1 nivel,3,2018-12-17,daniela.benavides@educacion.edu.ec,https://www.mcb.edu.ec/daniela_benavides.png
39,30e84cb6a1e5496f90f19adb02ee1987,Daniel,Bravo,Masculino,1 nivel,2,2020-02-06,daniel.bravo@educacion.edu.ec,https://www.mcb.edu.ec/daniel_bravo.png
40,0ca6d43a327d482ea4ddef7593a9b34b,Andrés,Pinzón,Masculino,1 nivel,2,2019-12-05,andrés.pinzón@educacion.edu.ec,https://www.mcb.edu.ec/andrés_pinzón.png
41,9aa788953a6e4782981cda2ce684c789,Gloria,Castillo,Femenino,2 nivel,4,2018-01-27,gloria.castillo@educacion.edu.ec,https://www.mcb.edu.ec/gloria_castillo.png
42,a45ba47f48814fd2966b52c88534a6d4,Ramón,Moreno,Masculino,1 nivel,2,2020-04-27,ramón_moreno@educacion.edu.ec,https://www.mcb.edu.ec/ramón_moreno.png
43,92191bc97df04d3ba8c7a853e3ec666a,Luz,Aguirre,Femenino,1 nivel,3,2019-07-19,luz_aguirre@educacion.edu.ec,https://www.mcb.edu.ec/luz_aguirre.png
44,c3a054f9883a42b4946ad2987b588892,José,Herrera,Masculino,1 nivel,3,2019-09-18,josé_herrera@educacion.edu.ec,https://www.mcb.edu.ec/josé_herrera.png
45,24fdb18f5f9d45e0b368f9a16b4fe4f8,Jesús,Agudelo,Masculino,2 nivel,5,2017-10-22,jesús_agudelo@educacion.edu.ec,https://www.mcb.edu.ec/jesús_agudelo.png
46,11a12273fab645038f746e4485f8df60,Ángel,Serna,Masculino,2 nivel,4,2018-11-10,ángel_serna@educacion.edu.ec,https://www.mcb.edu.ec/ángel_serna.png
47,04c17597f3d941aba264fe33c782436e,Jairo,Serna,Masculino,2 nivel,4,2018-09-29,jairo_serna@educacion.edu.ec,https://www.mcb.edu.ec/jairo_serna.png
48,b6f9bd8250704593b834846de5b46bdc,Ana,Cerón,Femenino,1 nivel,3,2019-01-25,ana_cerón@educacion.edu.ec,https://www.mcb.edu.ec/ana_cerón.png
49,95d90a86df5c403ebd0f37fd7443d59d,Anderson,Buitrago,Masculino,1 nivel,2,2020-01-07,anderson.buitrago@educacion.edu.ec,https://www.mcb.edu.ec/anderson_buitrago.png
50,9da3e657905442dcb871527190b11cff,Irene,Cardona,Femenino,1 nivel,3,2019-04-16,irene.cardona@educacion.edu.ec,https://www.mcb.edu.ec/irene_cardona.png
51,c20f575c612b4de3bfaf5029ee51e7c0,Luz,Pérez,Femenino,1 nivel,2,2020-05-30,luz_pérez@educacion.edu.ec,https://www.mcb.edu.ec/luz_pérez.png
52,2eb0fa41c8bb45cdb8a06711a2def7c4,William,Cortés,Masculino,1 nivel,2,2020-06-12,william_cortés@educacion.edu.ec,https://www.mcb.edu.ec/william_cortés.png
53,a0bcfab367b04df3ae9313040b1d6e7b,Jenny,Quintero,Femenino,1 nivel,2,2020-05-05,jenny.quintero@educacion.edu.ec,https://www.mcb.edu.ec/jenny_quintero.png
54,eed3e1ad90ca4a43966aadc92adbbe2d,María,Zapata,Femenino,2 nivel,5,2017-11-18,maría.zapata@educacion.edu.ec,https://www.mcb.edu.ec/maría_zapata.png
55,34713c2591a94007ae90444dc062e12e,Diana,Pineda,Femenino,2 nivel,4,2018-01-19,diana_pineda@educacion.edu.ec,https://www.mcb.edu.ec/diana_pineda.png
56,0e885ace879f47c68a3b335e82ad28e7,Héctor,Hernández,Masculino,2 nivel,4,2018-01-03,héctor_hernández@educacion.edu.ec,https://www.mcb.edu.ec/héctor_hernández.png
57,6149768351134241a1e152f7a93e2e96,Augusto,Morales,Masculino,1 nivel,3,2018-11-29,augusto.morales@educacion.edu.ec,https://www.mcb.edu.ec/augusto_morales.png
58,e2e26f6de72246b9bc7e7f92206d5747,Carolina,Gómez,Femenino,2 nivel,4,2018-03-23,carolina.gómez@educacion.edu.ec,https://www.mcb.edu.ec/carolina_gómez.png
59,6e3780197003426da292f0dff13eef9a,Ana,Fajardo,Femenino,2 nivel,4,2018-02-13,ana_fajardo@educacion.edu.ec,https://www.mcb.edu.ec/ana_fajardo.png
60,d150f00e739748a280456cd930daa3d8,Enrique,Ortega,Masculino,2 nivel,4,2017-12-16,enrique.ortega@educacion.edu.ec,https://www.mcb.edu.ec/enrique_ortega.png
61,5fc9f9013ffb46ad8d2e79580427954d,Claudia,Mejía,Femenino,2 nivel,4,2018-06-09,claudia.mejía@educacion.edu.ec,https://www.mcb.edu.ec/claudia_mejía.png
62,1eb71fa5b9884c21a4ba91735a75b175,Fredy,Tovar,Masculino,1 nivel,3,2019-04-09,fredy.tovar@educacion.edu.ec,https://www.mcb.edu.ec/fredy_tovar.png
63,024321e9c5c749c5ac958c947105f9f2,Yurany,Montoya,Femenino,2 nivel,4,2018-05-28,yurany.montoya@educacion.edu.ec,https://www.mcb.edu.ec/yurany_montoya.png
64,ef94accec78c464292366ad9593326a1,Norberto,Rodríguez,Masculino,1 nivel,3,2019-04-24,norberto.rodríguez@educacion.edu.ec,https://www.mcb.edu.ec/norberto_rodríguez.png
65,7efbbd040bb445be9dc6ce9ccb822edb,Mónica,Morales,Femenino,1 nivel,3,2019-05-11,mónica.morales@educacion.edu.ec,https://www.mcb.edu.ec/mónica_morales.png
66,71e3ed491b2a4bec85b7ae7accbc9bfd,Marco,Valencia,Masculino,1 nivel,2,2020-02-17,marco_valencia@educacion.edu.ec,https://www.mcb.edu.ec/marco_valencia.png
67,32ff0539ff33428e9985d479af337a3b,Jonathan,Bolaños,Masculino,1 nivel,2,2020-03-11,jonathan.bolaños@educacion.edu.ec,https://www.mcb.edu.ec/jonathan_bolaños.png
68,4e0f2a98bae64cbea63129316581c4fb,Eduardo,Hernández,Masculino,2 nivel,4,2018-02-05,eduardo_hernández@educacion.edu.ec,https://www.mcb.edu.ec/eduardo_hernández.png
69,38b92639c5d940dab6d275ed3eebaaf0,Alba,Gómez,Femenino,1 nivel,3,2019-06-26,alba_gómez@educacion.edu.ec,https://www.mcb.edu.ec/alba_gómez.png
70,a9cb5b0e4e334c17a7ffbbe4954583ff,Arnulfo,Henao,Masculino,1 nivel,2,2020-04-07,arnulfo_henao@educacion.edu.ec,https://www.mcb.edu.ec/arnulfo_henao.png
71,66895363fd3f4756ac79d3b1340a3274,Marino,Páez,Masculino,1 nivel,3,2018-12-25,marino_páez@educacion.edu.ec,https://www.mcb.edu.ec/marino_páez.png
72,b0893cd5373f43929e9fc3e5ac0a5313,Ana,González,Femenino,2 nivel,4,2018-04-30,ana.gonzález@educacion.edu.ec,https://www.mcb.edu.ec/ana_gonzález.png
73,01a6affa34be4443bee3693697e0c3e1,Diana,Ospino,Femenino,1 nivel,2,2020-01-15,diana_ospino@educacion.edu.ec,https://www.mcb.edu.ec/diana_ospino.png
74,cfbf9db6084244979b57378f30c7bca7,Esteban,García,Masculino,1 nivel,2,2020-06-28,esteban.garcía@educacion.edu.ec,https://www.mcb.edu.ec/esteban_garcía.png
75,6f8b5a360cf24bb1b0206363a0aee835,Humberto,Ocampo,Masculino,1 nivel,2,2020-07-18,humberto.ocampo@educacion.edu.ec,https://www.mcb.edu.ec/humberto_ocampo.png
76,63ac9494f7294dd38723befbb737d743,Andrés,Páez,Masculino,2 nivel,5,2017-11-20,andrés.páez@educacion.edu.ec,https://www.mcb.edu.ec/andrés_páez.png
77,5f8fbc0fd85242bea5af1cae4574e038,Wilmer,Valencia,Masculino,2 nivel,4,2018-05-27,wilmer_valencia@educacion.edu.ec,https://www.mcb.edu.ec/wilmer_valencia.png
78,1d7d98f9b0fc4732b0249d86d9857ce8,Jhon,Zambrano,Masculino,2 nivel,4,2018-08-30,jhon.zambrano@educacion.edu.ec,https://www.mcb.edu.ec/jhon_zambrano.png
79,33efe57f269d46d3a27dcf13f28f4796,Wilmar,Romero,Masculino,2 nivel,5,2017-10-16,wilmar_romero@educacion.edu.ec,https://www.mcb.edu.ec/wilmar_romero.png
80,fa1fb6b9397143288c8966b0fab3253c,John,Sánchez,Masculino,1 nivel,2,2019-12-20,john.sánchez@educacion.edu.ec,https://www.mcb.edu.ec/john_sánchez.png
81,b04b751e5c854dfabe92d4d3eddc49ee,Yeison,Parra,Masculino,1 nivel,2,2020-04-04,yeison_parra@educacion.edu.ec,https://www.mcb.edu.ec/yeison_parra.png
82,dc2d907bcd184654912f9b3318c15548,Cristian,Escobar,Masculino,2 nivel,4,2018-10-08,cristian_escobar@educacion.edu.ec,https://www.mcb.edu.ec/cristian_escobar.png
83,e025a8ef153447fba973d825a72d7eb2,María,Bernal,Femenino,2 nivel,4,2018-02-03,maría_bernal@educacion.edu.ec,https://www.mcb.edu.ec/maría_bernal.png
84,8090e4132e694755ae1285ec7f48224e,Enrique,López,Masculino,2 nivel,4,2018-02-04,enrique_lópez@educacion.edu.ec,https://www.mcb.edu.ec/enrique_lópez.png
85,e7cc08f237584f9b93fe3473c0f00e79,Astrid,Ramírez,Femenino,1 nivel,2,2019-12-05,astrid_ramírez@educacion.edu.ec,https://www.mcb.edu.ec/astrid_ramírez.png
86,e67ecc9d086a42739a991402ef27941e,Lucía,Barrera,Femenino,1 nivel,3,2019-06-21,lucía_barrera@educacion.edu.ec,https://www.mcb.edu.ec/lucía_barrera.png
87,dad47e94937145ed833c2e3f0846bf54,Elkin,Moreno,Masculino,2 nivel,5,2017-09-12,elkin.moreno@educacion.edu.ec,https://www.mcb.edu.ec/elkin_moreno.png
88,83440b0408414609b387d3d7dfd9f7db,Fabián,Orozco,Masculino,1 nivel,2,2020-07-31,fabián.orozco@educacion.edu.ec,https://www.mcb.edu.ec/fabián_orozco.png
89,47c9bf85ef1443b2b7ac1277bf99fd0a,Eugenia,Gonzáles,Femenino,1 nivel,2,2020-01-26,eugenia_gonzáles@educacion.edu.ec,https://www.mcb.edu.ec/eugenia_gonzáles.png
90,432ea094e18746a18cd98b2f50feef72,Doris,Caballero,Femenino,1 nivel,3,2019-06-01,doris_caballero@educacion.edu.ec,https://www.mcb.edu.ec/doris_caballero.png
91,516737dc09174ca1b4e76619d5066404,María,Portilla,Femenino,1 nivel,3,2019-09-04,maría_portilla@educacion.edu.ec,https://www.mcb.edu.ec/maría_portilla.png
92,2fadc5d641b3413e81a0b2d3b261ee57,Rafael,Hernández,Masculino,1 nivel,2,2020-06-27,rafael.hernández@educacion.edu.ec,https://www.mcb.edu.ec/rafael_hernández.png
93,9abaa49505e74b54b3e0c7c45ae48f17,Sandra,Camargo,Femenino,1 nivel,2,2020-04-04,sandra_camargo@educacion.edu.ec,https://www.mcb.edu.ec/sandra_camargo.png
94,55fcae07e75c48ac8aea481b9edea322,Alejandra,Henao,Femenino,2 nivel,4,2018-05-27,alejandra_henao@educacion.edu.ec,https://www.mcb.edu.ec/alejandra_henao.png
95,c6ba31bf714b49a49820c3bd0ccec5a3,Horacio,López,Masculino,1 nivel,2,2019-12-04,horacio.lópez@educacion.edu.ec,https://www.mcb.edu.ec/horacio_lópez.png
96,4be07cf00bd946a38321a4cadabd9d11,Marina,Gómez,Femenino,1 nivel,3,2019-03-14,marina.gómez@educacion.edu.ec,https://www.mcb.edu.ec/marina_gómez.png
97,be92023bb2c046a6bc068b4b1d0dfe97,Luz,Mosquera,Femenino,2 nivel,5,2017-10-04,luz_mosquera@educacion.edu.ec,https://www.mcb.edu.ec/luz_mosquera.png
98,d0bac8d9c8194cc3bc7d78e465f7ab4f,Cristina,Lozano,Femenino,1 nivel,3,2019-03-27,cristina_lozano@educacion.edu.ec,https://www.mcb.edu.ec/cristina_lozano.png
99,61c4745ade074f4abc806221324d9d66,Flor,González,Femenino,1 nivel,2,2020-06-03,flor.gonzález@educacion.edu.ec,https://www.mcb.edu.ec/flor_gonzález.png
100,0f60bd0ee2bf4c6ca7680abd971948dc,Mariela,Vallejo,Femenino,2 nivel,5,2017-09-10,mariela.vallejo@educacion.edu.ec,https://www.mcb.edu.ec/mariela_vallejo.png
101,d86748cc843a4dedaea07c07122bbde0,Alexander,Villa,Masculino,1 nivel,3,2019-03-03,alexander_villa@educacion.edu.ec,https://www.mcb.edu.ec/alexander_villa.png
102,79421229727c4fd0b8ae06d5cbf85b47,Miguel,Cruz,Masculino,1 nivel,2,2019-12-07,miguel.cruz@educacion.edu.ec,https://www.mcb.edu.ec/miguel_cruz.png
103,28554395d37947ccb8d267f4adb7bba6,Rodrigo,Ramírez,Masculino,2 nivel,4,2017-12-04,rodrigo_ramírez@educacion.edu.ec,https://www.mcb.edu.ec/rodrigo_ramírez.png
104,0c349655ef98428fa91c147bd38b6690,Estiven,López,Masculino,2 nivel,4,2018-08-18,estiven.lópez@educacion.edu.ec,https://www.mcb.edu.ec/estiven_lópez.png
105,527b7b13f12a4f2099c1f84dd4caa7cd,María,Hurtado,Femenino,2 nivel,4,2018-03-31,maría.hurtado@educacion.edu.ec,https://www.mcb.edu.ec/maría_hurtado.png
106,3ecfac1daf7e40f681bed3c42d304fcb,Diana,Salgado,Femenino,1 nivel,3,2019-06-24,diana.salgado@educacion.edu.ec,https://www.mcb.edu.ec/diana_salgado.png
107,36f60647dc814624a38391b7c7d58a6b,Stella,Chacón,Femenino,1 nivel,3,2019-03-12,stella_chacón@educacion.edu.ec,https://www.mcb.edu.ec/stella_chacón.png
108,1753e7961bbd4e789664a288bf568ef0,Marina,Murcia,Femenino,1 nivel,3,2019-10-08,marina_murcia@educacion.edu.ec,https://www.mcb.edu.ec/marina_murcia.png
109,b57779960a1e4cddb3fe338484e39055,Sandra,Ramírez,Femenino,1 nivel,2,2020-06-12,sandra_ramírez@educacion.edu.ec,https://www.mcb.edu.ec/sandra_ramírez.png
110,7115d4ae2f4a4f31bb6c31fe5065bddd,Carlos,Sepúlveda,Masculino,2 nivel,4,2018-04-09,carlos_sepúlveda@educacion.edu.ec,https://www.mcb.edu.ec/carlos_sepúlveda.png
111,f625d3351922490f9c32e9f892a0745f,Eduardo,Murillo,Masculino,1 nivel,3,2019-11-01,eduardo.murillo@educacion.edu.ec,https://www.mcb.edu.ec/eduardo_murillo.png
112,ba0474b1aa6143899d5eb41eda303a72,Dario,Erazo,Masculino,1 nivel,2,2020-04-27,dario_erazo@educacion.edu.ec,https://www.mcb.edu.ec/dario_erazo.png
113,0fa5de8e43734364b0d85507346d8f67,Gustavo,Oviedo,Masculino,1 nivel,2,2019-12-15,gustavo.oviedo@educacion.edu.ec,https://www.mcb.edu.ec/gustavo_oviedo.png
114,b554808652b243dfa0c128869f14545c,Andrés,Arévalo,Masculino,2 nivel,4,2018-03-18,andrés_arévalo@educacion.edu.ec,https://www.mcb.edu.ec/andrés_arévalo.png
115,f60de24349b84a93b394f17deacaf563,Enrique,Miranda,Masculino,1 nivel,3,2019-03-26,enrique_miranda@educacion.edu.ec,https://www.mcb.edu.ec/enrique_miranda.png
116,8dd81bd831f9417a985977dda23264ba,Edgar,Torres,Masculino,1 nivel,3,2018-12-24,edgar.torres@educacion.edu.ec,https://www.mcb.edu.ec/edgar_torres.png
117,be8ae4d958c1433189ca80ff3e0b0344,César,Ávila,Masculino,1 nivel,2,2019-12-14,césar.ávila@educacion.edu.ec,https://www.mcb.edu.ec/césar_ávila.png
118,a683215450a9485a9cdfc4732834fc9c,Alfonso,Silva,Masculino,2 nivel,4,2018-07-02,alfonso.silva@educacion.edu.ec,https://www.mcb.edu.ec/alfonso_silva.png
119,c6672b65c06842d99fb74178e66dbc38,Paulina,Angulo,Femenino,1 nivel,2,2019-12-24,paulina.angulo@educacion.edu.ec,https://www.mcb.edu.ec/paulina_angulo.png
120,272049b40d2a4d53a1985fa825139ce7,Yéssica,Tovar,Femenino,2 nivel,4,2018-02-02,yéssica.tovar@educacion.edu.ec,https://www.mcb.edu.ec/yéssica_tovar.png
121,e2134cd205b940c4af5b893e4b395996,Brayan,Gutiérrez,Masculino,2 nivel,4,2018-03-10,brayan_gutiérrez@educacion.edu.ec,https://www.mcb.edu.ec/brayan_gutiérrez.png
122,35d1063d2f7245adbc6969d8cd75a938,Mauricio,Rendón,Masculino,2 nivel,5,2017-10-02,mauricio.rendón@educacion.edu.ec,https://www.mcb.edu.ec/mauricio_rendón.png
123,51911933188b498ca0e240cac10036ce,Luis,Rojas,Masculino,1 nivel,3,2019-07-23,luis_rojas@educacion.edu.ec,https://www.mcb.edu.ec/luis_rojas.png
124,d43c2540745245c09268ca80c64faeba,Elkin,Salazar,Masculino,1 nivel,2,2020-05-07,elkin_salazar@educacion.edu.ec,https://www.mcb.edu.ec/elkin_salazar.png
125,32d9af944c1c4b8daf64a808dbab5449,Marcela,Benavides,Femenino,1 nivel,3,2019-09-10,marcela_benavides@educacion.edu.ec,https://www.mcb.edu.ec/marcela_benavides.png
126,dbb43bdfeac74e41beba0c438f71519e,Andrés,Torres,Masculino,1 nivel,2,2020-08-02,andrés_torres@educacion.edu.ec,https://www.mcb.edu.ec/andrés_torres.png
127,d2ef752783b641fba9fbdd0948a5345f,Bernardo,Mesa,Masculino,2 nivel,4,2017-12-02,bernardo_mesa@educacion.edu.ec,https://www.mcb.edu.ec/bernardo_mesa.png
128,2373055fbd85423b8d0c5058ea42ce0c,Reinaldo,Salazar,Masculino,2 nivel,5,2017-10-06,reinaldo.salazar@educacion.edu.ec,https://www.mcb.edu.ec/reinaldo_salazar.png
129,5e15129eeecb4442b0be5cab130d7e9d,Nancy,Muñoz,Femenino,1 nivel,2,2020-01-23,nancy_muñoz@educacion.edu.ec,https://www.mcb.edu.ec/nancy_muñoz.png
130,e434926f15fd458fbca099a409605f6a,Nelson,Pineda,Masculino,1 nivel,3,2018-12-16,nelson_pineda@educacion.edu.ec,https://www.mcb.edu.ec/nelson_pineda.png
131,a634abc647004b7e88b55d932474b3b0,Joel,Salamanca,Masculino,1 nivel,3,2019-08-06,joel_salamanca@educacion.edu.ec,https://www.mcb.edu.ec/joel_salamanca.png
132,ecef8a41ff0e41a38d0ecd5cb28e4613,César,Páez,Masculino,1 nivel,2,2020-01-26,césar.páez@educacion.edu.ec,https://www.mcb.edu.ec/césar_páez.png
133,5aa6036ca6b947bda84f06aee8cf19d4,María,Moreno,Femenino,2 nivel,4,2018-06-27,maría_moreno@educacion.edu.ec,https://www.mcb.edu.ec/maría_moreno.png
134,851b6a3bc70d46bca7d1945089dc888d,Steven,Herrera,Masculino,2 nivel,4,2017-12-03,steven.herrera@educacion.edu.ec,https://www.mcb.edu.ec/steven_herrera.png
135,599b64d5aa5d43b6a06cad3f51193134,María,Flórez,Femenino,2 nivel,4,2017-12-04,maría_flórez@educacion.edu.ec,https://www.mcb.edu.ec/maría_flórez.png
136,785f416ff33645bf96b1054110b43c7a,Jhon,Garzón,Masculino,1 nivel,2,2020-06-12,jhon_garzón@educacion.edu.ec,https://www.mcb.edu.ec/jhon_garzón.png
137,4c77beeb049a4ae284541f214389bca0,Alberto,Chacón,Masculino,2 nivel,4,2018-11-07,alberto.chacón@educacion.edu.ec,https://www.mcb.edu.ec/alberto_chacón.png
138,71b99afef79744a7a3a0c6442cfee3e8,María,Gamboa,Femenino,1 nivel,3,2019-07-30,maría.gamboa@educacion.edu.ec,https://www.mcb.edu.ec/maría_gamboa.png
139,699accbbbbb849d58b166a0a39212200,Karen,Suárez,Femenino,1 nivel,3,2019-05-26,karen.suárez@educacion.edu.ec,https://www.mcb.edu.ec/karen_suárez.png
140,7ad1aa93171944a3bbb85cacd44b89ba,María,Ruiz,Femenino,2 nivel,4,2018-08-20,maría_ruiz@educacion.edu.ec,https://www.mcb.edu.ec/maría_ruiz.png
141,97da02f4fa2f45d5b19c1bbafcf49caa,Teresa,Cárdenas,Femenino,1 nivel,3,2019-10-07,teresa_cárdenas@educacion.edu.ec,https://www.mcb.edu.ec/teresa_cárdenas.png
142,52c42e0b9c824918b1818cc600fccd18,Marina,Vera,Femenino,2 nivel,5,2017-10-31,marina.vera@educacion.edu.ec,https://www.mcb.edu.ec/marina_vera.png
143,ac0589c022f5463da03c15c164dd0bef,Francisco,Pérez,Masculino,1 nivel,3,2019-03-14,francisco_pérez@educacion.edu.ec,https://www.mcb.edu.ec/francisco_pérez.png
144,bb299a70ceef4f01b9d0ba2bcb5d01b7,Héctor,Muñoz,Masculino,1 nivel,2,2020-08-26,héctor.muñoz@educacion.edu.ec,https://www.mcb.edu.ec/héctor_muñoz.png
