,id,nombre,apellido,edad,genero,Titulo,fecha_de_nacimiento,email
21,e57094a612e44d64b24b384fa268620a,Camilo,Cruz,42,Masculino,Maestria,1980-04-08,camilo_cruz_docente@educacion.edu.ec
22,71276e8f2d1540ca99ccdfbc70b69342,Augusto,Barrera,45,Masculino,Doctorado,1976-12-15,augusto.barrera_docente@educacion.edu.ec
23,79f6b7c04b8a49b08abc48095dcc7292,Miriam,Gil,25,Femenino,Maestria,1997-02-07,miriam_gil_docente@educacion.edu.ec
24,ce8adfabb04544618f12feeafba110fd,Milena,Suárez,41,Femenino,Maestria,1981-09-04,milena_suárez_docente@educacion.edu.ec
25,a3c1fcda89a14c218b9b2a5b8249bc9a,Martha,García,26,Femenino,Bachillerato,1996-06-15,martha_garcía_docente@educacion.edu.ec
26,ea37b45b600e4af4952cbef3af0f49cd,Marina,Hernández,46,Femenino,Doctorado,1976-08-07,marina.hernández_docente@educacion.edu.ec
27,5aa2a85c71e245438233f0ead0ee9a09,Andrea,Moreno,29,Femenino,Licenciado,1993-04-24,andrea.moreno_docente@educacion.edu.ec
28,e69cc73915874984b320ae1259adea92,Yolanda,Martínez,29,Femenino,Doctorado,1993-06-17,yolanda_martínez_docente@educacion.edu.ec
29,43d5c568289b4e2c9988b1dcab3aca29,María,Bastidas,41,Femenino,Maestria,1980-12-01,maría_bastidas_docente@educacion.edu.ec
30,8faa6fce1d8944f290769f11f150d640,Nicolás,Reyes,37,Masculino,Bachillerato,1985-05-18,nicolás.reyes_docente@educacion.edu.ec
31,922c2c0a261b465ebfc96bed623c5c7d,Martín,Gómez,26,Masculino,Maestria,1996-11-04,martín.gómez_docente@educacion.edu.ec
32,696155a81d7944ec89fa85d3f198efb7,Lilia,Ruiz,33,Femenino,Maestria,1989-11-16,lilia_ruiz_docente@educacion.edu.ec
33,d4290cb313894bd3961fae7e64a8c06a,Aura,Olaya,38,Femenino,Maestria,1984-06-11,aura.olaya_docente@educacion.edu.ec
34,5d4ccd52eab9401aad7c9d4164da9459,Felipe,Ramos,28,Masculino,Maestria,1994-04-18,felipe.ramos_docente@educacion.edu.ec
35,33c0f02a696e4b3cbcb2c4dccd1d143d,Ximena,Jiménez,37,Femenino,Maestria,1985-03-11,ximena.jiménez_docente@educacion.edu.ec
36,c9cdea43f30d4cd8ae90e606060f8132,Adolfo,Martínez,45,Masculino,Bachillerato,1977-07-28,adolfo_martínez_docente@educacion.edu.ec
37,52de5f1c1ad94123b9ea41debefb16bd,Betty,Riascos,42,Femenino,Tecnologo,1980-02-01,betty.riascos_docente@educacion.edu.ec
38,712de5db635949628c15ffb4a2ddd4e4,Socorro,Sierra,30,Femenino,Maestria,1992-05-12,socorro.sierra_docente@educacion.edu.ec
39,7c0d24af21304011971fb7ca65798638,Alfonso,Espitia,37,Masculino,Tecnologo,1985-08-10,alfonso_espitia_docente@educacion.edu.ec
40,a8fed2db5a0448c0bed9059e90126485,Deiby,Nieto,40,Masculino,Licenciado,1982-07-21,deiby_nieto_docente@educacion.edu.ec
41,0ed7053f5d33481988e94b89b85a008a,Patricia,Rodríguez,29,Femenino,Licenciado,1993-06-21,patricia.rodríguez_docente@educacion.edu.ec
42,6777a8089231476386d82ac61475f50a,María,Bernal,29,Femenino,Tecnologo,1993-08-24,maría_bernal_docente@educacion.edu.ec
43,6d0be729a23547aba9fc3f104240a731,Jairo,Maldonado,31,Masculino,Doctorado,1990-11-28,jairo_maldonado_docente@educacion.edu.ec
44,80e1b630685742f4b5f34a86583502b8,Andrés,Cortés,40,Masculino,Licenciado,1982-05-01,andrés.cortés_docente@educacion.edu.ec
45,c0bb89987606423695ee5a1731528485,Diego,Villa,49,Masculino,Licenciado,1973-06-29,diego.villa_docente@educacion.edu.ec
46,55ba8516e92841c7a2039cbed221b357,Cristina,Saavedra,40,Femenino,Bachillerato,1982-07-31,cristina.saavedra_docente@educacion.edu.ec
47,f3682b9432084d44b8af926fdff6fec2,Alejandra,Serrano,32,Femenino,Maestria,1989-12-16,alejandra_serrano_docente@educacion.edu.ec
48,6d22a65f54ef40a1813a2e51971ac5e0,Sara,Moreno,44,Femenino,Bachillerato,1978-08-10,sara.moreno_docente@educacion.edu.ec
49,bf858de519d840d7a2035d8404769684,Pedro,Ramírez,48,Masculino,Maestria,1974-04-09,pedro_ramírez_docente@educacion.edu.ec
50,8f198b834f234c9283685ae03408d381,Lucía,Fernández,39,Femenino,Licenciado,1983-04-10,lucía_fernández_docente@educacion.edu.ec
51,7a61884b7f6547268024760fac6c97ae,Esmeralda,Ruiz,32,Femenino,Maestria,1990-09-09,esmeralda_ruiz_docente@educacion.edu.ec
52,ce2de2b800d84f8cb509e50e4eb513c7,Luz,Giraldo,47,Femenino,Licenciado,1975-10-19,luz.giraldo_docente@educacion.edu.ec
53,d713651ceb02415ca81fcafa8d82b311,Luis,Vargas,38,Masculino,Maestria,1984-05-01,luis.vargas_docente@educacion.edu.ec
54,c0d62a358f37478cb8b88339d33ae929,Edgar,Castillo,32,Masculino,Bachillerato,1990-11-08,edgar.castillo_docente@educacion.edu.ec
55,0d634cd6ed7a4ca3b675cc9c8b93f4c5,Julia,Padilla,38,Femenino,Bachillerato,1984-02-13,julia.padilla_docente@educacion.edu.ec
56,18469ab91bd24f32b143916e6b135fa8,Martha,Mosquera,48,Femenino,Bachillerato,1974-10-15,martha.mosquera_docente@educacion.edu.ec
57,71d112b629324f0a83607221add8e588,Rosalba,Herrera,41,Femenino,Licenciado,1981-01-07,rosalba_herrera_docente@educacion.edu.ec
58,889fb69ef9144022b9f044b84260b83e,Nicolás,Cano,38,Masculino,Bachillerato,1984-08-04,nicolás.cano_docente@educacion.edu.ec
59,0ff0a340907f4947bd1dd5792bffe017,David,Zambrano,31,Masculino,Tecnologo,1991-04-18,david.zambrano_docente@educacion.edu.ec
60,a18b776114df40e0a0b865322b85852b,Carlos,Hernández,27,Masculino,Maestria,1995-08-06,carlos.hernández_docente@educacion.edu.ec
61,87fda2550531434e8aeaca63e76fd2b3,María,Rodríguez,44,Femenino,Doctorado,1977-12-02,maría.rodríguez_docente@educacion.edu.ec
62,ee85e27ea5324cfe8443f39c5272073d,Ángel,Caicedo,41,Masculino,Maestria,1981-04-06,ángel_caicedo_docente@educacion.edu.ec
63,bf2a0c99f4ea41cc9e9ac32f814ad141,María,Quintero,43,Femenino,Licenciado,1979-07-09,maría_quintero_docente@educacion.edu.ec
64,30b4026b23ae4ee997d3bd6ddbc9ddd4,Beatriz,Castellanos,25,Femenino,Licenciado,1997-05-13,beatriz.castellanos_docente@educacion.edu.ec
65,db929bc373824f84936a96b14a052888,Gilma,Ramírez,26,Femenino,Maestria,1996-09-21,gilma_ramírez_docente@educacion.edu.ec
66,9c2e437725de41b5a617866f0b4098cb,Carlos,Alzate,25,Masculino,Doctorado,1997-10-09,carlos_alzate_docente@educacion.edu.ec
67,176a8b810ea64f5084bd6f75f42413c1,Esther,Sarmiento,28,Femenino,Bachillerato,1994-11-15,esther.sarmiento_docente@educacion.edu.ec
68,444a418feb9241a4b50d62eac3614e1b,Nelson,Córdoba,47,Masculino,Tecnologo,1975-08-30,nelson_córdoba_docente@educacion.edu.ec
69,f129cacb8ff247f4ad99f3ac651f5eea,Ferney,García,42,Masculino,Maestria,1980-06-24,ferney.garcía_docente@educacion.edu.ec
70,b085e4073ef746b4abc0cdc1b3787d29,Yuly,Velásquez,40,Femenino,Maestria,1981-12-23,yuly_velásquez_docente@educacion.edu.ec
71,c197158feecf46bb89ee81d19901f4ef,José,Arango,35,Masculino,Licenciado,1986-12-06,josé.arango_docente@educacion.edu.ec
72,c6638510ffa44a1faa4b908cc2f79e2b,José,Gómez,33,Masculino,Licenciado,1989-02-05,josé.gómez_docente@educacion.edu.ec
73,901b646a1aa34a68b3b8475dae48e59f,María,Jaramillo,38,Femenino,Licenciado,1984-02-13,maría.jaramillo_docente@educacion.edu.ec
74,50315b9d86c9468686bf0fea1009e64c,Germán,Guevara,38,Masculino,Tecnologo,1984-10-03,germán.guevara_docente@educacion.edu.ec
75,03eb2d54519f4e5c875fc9329f99e05d,Edwin,Forero,44,Masculino,Maestria,1978-01-29,edwin_forero_docente@educacion.edu.ec
76,a0d6391a28ba4e178c5f766ce7f6e12e,Juan,Castillo,45,Masculino,Maestria,1977-03-28,juan.castillo_docente@educacion.edu.ec
77,ddbf5cf662684c42899667dbd90645c0,Ángela,Quintero,31,Femenino,Maestria,1991-03-10,ángela_quintero_docente@educacion.edu.ec
78,e3a7cbc79aac4be1b7dd9f034ea2287c,Rafael,Bolívar,24,Masculino,Tecnologo,1997-12-01,rafael_bolívar_docente@educacion.edu.ec
79,7e0389fff2d7448986f0d7b1c8a72fd5,Diana,Chaparro,28,Femenino,Tecnologo,1994-05-07,diana_chaparro_docente@educacion.edu.ec
80,82ddb59e38a94725969d6e924797fcf7,Francisco,Perdomo,29,Masculino,Maestria,1993-02-02,francisco_perdomo_docente@educacion.edu.ec
81,6e54ed73f2334d5c940c5d529f170ea7,Fabio,Díaz,36,Masculino,Maestria,1986-06-08,fabio.díaz_docente@educacion.edu.ec
82,0b6405398e7e4e11bf2da5331eb033e9,Andrés,Díaz,47,Masculino,Licenciado,1975-02-14,andrés.díaz_docente@educacion.edu.ec
83,ca0d2a64814845cf96d8076bf353e63c,Roger,Bautista,46,Masculino,Maestria,1976-01-13,roger_bautista_docente@educacion.edu.ec
84,c35d2df9e74d4344b0eb97b00911e141,Yaneth,Meneses,39,Femenino,Doctorado,1983-02-03,yaneth.meneses_docente@educacion.edu.ec
85,e66a9a8d42f5482ab91fe926725a7f2c,José,Giraldo,25,Masculino,Tecnologo,1996-12-29,josé.giraldo_docente@educacion.edu.ec
86,2ee6fdc2565a4639a5776f6e49aa7012,Luz,Moreno,35,Femenino,Licenciado,1986-12-18,luz_moreno_docente@educacion.edu.ec
87,7d0c9e3a58234452b7494999be271f15,Liceth,García,30,Femenino,Licenciado,1992-01-01,liceth_garcía_docente@educacion.edu.ec
88,7aaaebb42d134ed298893a1a010df888,Miguel,Vargas,49,Masculino,Bachillerato,1973-11-14,miguel_vargas_docente@educacion.edu.ec
89,d3b30715a8ff462d856dd1efb2b16690,Alberto,Estrada,48,Masculino,Licenciado,1974-11-03,alberto_estrada_docente@educacion.edu.ec
90,45af43cdb2ca420ea0d39f25cdda210e,María,Castro,44,Femenino,Bachillerato,1978-02-15,maría.castro_docente@educacion.edu.ec
91,0956b98047aa4243ae5a013acf99bc1f,Camilo,Melo,40,Masculino,Doctorado,1982-06-17,camilo.melo_docente@educacion.edu.ec
92,db79922ec7ec4751bbba5fc819ea15fe,Óscar,Flórez,46,Masculino,Licenciado,1976-02-29,óscar_flórez_docente@educacion.edu.ec
93,7e5a6c49127b4573b5a785edcafa1ef4,José,Jaramillo,41,Masculino,Doctorado,1981-02-11,josé.jaramillo_docente@educacion.edu.ec
94,756157adaef94e669046081a62b789eb,Ariel,González,45,Masculino,Licenciado,1977-06-18,ariel.gonzález_docente@educacion.edu.ec
95,63a31e5a865649e2ad2bc7a2898ad135,Yohana,Franco,46,Femenino,Maestria,1976-05-23,yohana_franco_docente@educacion.edu.ec
96,5bb50f91faac402895dff1614c85315e,Lina,Ocampo,46,Femenino,Tecnologo,1976-10-06,lina.ocampo_docente@educacion.edu.ec
97,64330d9278f84decb53489a898f412bf,Henry,Delgado,45,Masculino,Licenciado,1977-05-22,henry.delgado_docente@educacion.edu.ec
98,9c583689ce5d4299a773fc776d0e5620,Melissa,Rico,34,Femenino,Bachillerato,1987-12-28,melissa_rico_docente@educacion.edu.ec
99,7d694de2e6234821a92ec2551a6802c3,Mercedes,Ortiz,38,Femenino,Bachillerato,1984-01-21,mercedes_ortiz_docente@educacion.edu.ec
100,7b9b98095468472c886565de23138b04,Paulo,Guerrero,47,Masculino,Tecnologo,1975-11-17,paulo.guerrero_docente@educacion.edu.ec
101,224d6921e2464335928527a54097c75c,Catalina,Gutiérrez,46,Femenino,Tecnologo,1976-02-09,catalina.gutiérrez_docente@educacion.edu.ec
102,7e165895527e4cc8a9c0c73466086cd9,Cristian,Gaviria,44,Masculino,Bachillerato,1978-08-13,cristian_gaviria_docente@educacion.edu.ec
103,acfbcff0f51848b9b5c3f895698369af,Abel,Ávila,47,Masculino,Maestria,1975-06-23,abel_ávila_docente@educacion.edu.ec
104,7850e9a706b24f9890525b9a7201d6be,Jesús,Arias,31,Masculino,Licenciado,1991-01-30,jesús_arias_docente@educacion.edu.ec
105,53fd4fed0dbc4da2a8b07203e338e31a,Henry,Obando,26,Masculino,Licenciado,1996-10-21,henry.obando_docente@educacion.edu.ec
106,1ce417d9bdc04a2c9857c6d87f434026,Gloria,García,39,Femenino,Tecnologo,1983-11-18,gloria.garcía_docente@educacion.edu.ec
107,4d3f811b0b9e4d908eae062f470bb0d8,Rigoberto,Rangel,34,Masculino,Maestria,1988-09-11,rigoberto.rangel_docente@educacion.edu.ec
108,e66979386fae4affbd73f654606fc7bc,Amparo,Pérez,27,Femenino,Tecnologo,1995-04-08,amparo.pérez_docente@educacion.edu.ec
109,db4abe0f9c5c4a8c9714d226d6d35056,Carmenza,Loaiza,35,Femenino,Licenciado,1987-05-18,carmenza_loaiza_docente@educacion.edu.ec
110,f35b584ab1e24ed2b42b135294d82ffe,Diana,Martínez,47,Femenino,Doctorado,1975-08-29,diana_martínez_docente@educacion.edu.ec
111,52c1eb3d9e1640419fc7e4e095bc952a,María,Flórez,41,Femenino,Bachillerato,1980-11-27,maría_flórez_docente@educacion.edu.ec
112,88547ea4b2114de69564979c3c3e0d3b,Kevin,Díaz,35,Masculino,Licenciado,1987-03-04,kevin.díaz_docente@educacion.edu.ec
113,ab5b72c32b424165ab0a12841f5f92d2,Juan,Espitia,36,Masculino,Licenciado,1986-08-12,juan_espitia_docente@educacion.edu.ec
114,7302609984214d0d9959b496dc39c763,Iván,Hoyos,25,Masculino,Bachillerato,1997-01-15,iván.hoyos_docente@educacion.edu.ec
115,a33a62aae0f74b90b5195f13d34e1450,María,Cárdenas,28,Femenino,Licenciado,1994-02-10,maría.cárdenas_docente@educacion.edu.ec
116,87683a54f7154e04817b7f619f7c3519,Cristina,Murcia,30,Femenino,Tecnologo,1991-12-15,cristina_murcia_docente@educacion.edu.ec
117,a519e134b85e42d59906b6d14c8499e4,Fredy,Perea,48,Masculino,Licenciado,1974-04-04,fredy_perea_docente@educacion.edu.ec
118,6df3f8b309f344748e8fe555037a9cc5,Carlos,González,34,Masculino,Licenciado,1988-03-19,carlos.gonzález_docente@educacion.edu.ec
119,c86ae19291b94695b968a272e8f6909a,Laura,Escobar,45,Femenino,Maestria,1977-08-28,laura.escobar_docente@educacion.edu.ec
120,9a9c199c7ed14ecf860de96759093557,Luz,Muñoz,34,Femenino,Bachillerato,1988-08-15,luz.muñoz_docente@educacion.edu.ec
121,cabc8e7a1daf47c5bc55d535b29ec80e,Andrea,Salgado,46,Femenino,Bachillerato,1975-12-01,andrea_salgado_docente@educacion.edu.ec
122,1041dc5d7b8c44538ea8680aafba60ea,Alicia,Cortés,45,Femenino,Maestria,1977-09-29,alicia_cortés_docente@educacion.edu.ec
123,fb9ee8db3993459aad06db5f8ed67d42,Elías,Santos,43,Masculino,Licenciado,1979-11-16,elías_santos_docente@educacion.edu.ec
124,fac01de2463e4f3a8b71a484086e8c3d,Lorena,Sánchez,39,Femenino,Tecnologo,1983-04-28,lorena.sánchez_docente@educacion.edu.ec
125,3a945167d56c4fb6b8c99f9a9701b1b6,Mery,Galindo,40,Femenino,Licenciado,1982-06-25,mery_galindo_docente@educacion.edu.ec
126,1651f2f251c149bb8232c7c75c960cbe,Jesús,Correa,31,Masculino,Tecnologo,1991-09-26,jesús_correa_docente@educacion.edu.ec
127,fad18c12f99c4301bf212d84be8d6b57,Judith,Espitia,27,Femenino,Maestria,1995-04-08,judith.espitia_docente@educacion.edu.ec
128,0af2651341b74e68bff9f55a260edfbe,Oswaldo,Bernal,36,Masculino,Doctorado,1986-08-03,oswaldo.bernal_docente@educacion.edu.ec
129,aaeb8043fa284052b73151d262b83fb2,William,Castillo,46,Masculino,Maestria,1976-07-22,william_castillo_docente@educacion.edu.ec
130,1307d0027e094000bad01075a4eeb185,Luis,Pérez,36,Masculino,Tecnologo,1986-07-05,luis_pérez_docente@educacion.edu.ec
131,5adc6191068b4c149a1c250974e5358e,Consuelo,Díaz,32,Femenino,Licenciado,1990-06-06,consuelo.díaz_docente@educacion.edu.ec
132,ed1077b26ce846508b1452936d61bbda,Isabel,Vega,32,Femenino,Maestria,1989-12-17,isabel.vega_docente@educacion.edu.ec
133,d6dfd637274c4de6a4210f82b15fb937,José,Paz,40,Masculino,Licenciado,1982-10-28,josé.paz_docente@educacion.edu.ec
134,edf21ffcd328410d8e6b8d6e17f3aa27,José,Henao,38,Masculino,Doctorado,1984-05-18,josé.henao_docente@educacion.edu.ec
135,0523ace9dbab4f10bf91492ba67c2307,Martha,Romero,47,Femenino,Maestria,1975-11-06,martha.romero_docente@educacion.edu.ec
136,de92e97a65014eed8ff8e863bf20b92b,Luz,Rojas,25,Femenino,Licenciado,1997-05-31,luz_rojas_docente@educacion.edu.ec
137,4108b1d9e99c4685bb7f050fcff72588,María,Vanegas,40,Femenino,Bachillerato,1982-09-25,maría.vanegas_docente@educacion.edu.ec
138,f348262c887b4acbb8d0dbe18a168be3,José,Carrillo,43,Masculino,Maestria,1979-06-19,josé_carrillo_docente@educacion.edu.ec
139,70d57d4816bb4b22bf36292c403a8861,Liceth,Jiménez,47,Femenino,Tecnologo,1974-11-29,liceth.jiménez_docente@educacion.edu.ec
140,e956f0db7136440c9a2d927739a23ceb,Claudia,Hernández,41,Femenino,Licenciado,1981-01-04,claudia_hernández_docente@educacion.edu.ec
141,8135567e6614429c97974fa25d7719b9,Steven,Duque,40,Masculino,Tecnologo,1982-01-29,steven_duque_docente@educacion.edu.ec
142,5f098ebea6d446878bfccce336812b3a,Jorge,Burbano,27,Masculino,Tecnologo,1995-04-12,jorge.burbano_docente@educacion.edu.ec
143,cdc95c58811a4486ba19fec0495668de,Lina,Silva,25,Femenino,Tecnologo,1996-12-06,lina.silva_docente@educacion.edu.ec
144,7eecae82118a477990e477750f769c25,Gustavo,Barreto,27,Masculino,Bachillerato,1995-05-11,gustavo.barreto_docente@educacion.edu.ec
145,399b81ddb3fd409bb8461d4d8b724e1c,Lady,García,38,Femenino,Bachillerato,1984-07-20,lady_garcía_docente@educacion.edu.ec
146,6dc8fd726df94d069e59052b8e106f69,Jhon,Quiroga,25,Masculino,Licenciado,1997-03-21,jhon.quiroga_docente@educacion.edu.ec
147,77d8f96eb32243079d67b43b25312d9c,Cristina,Trujillo,44,Femenino,Maestria,1978-09-12,cristina_trujillo_docente@educacion.edu.ec
148,4d21c9d129f248d78c548560c7272944,Adolfo,Cerón,26,Masculino,Licenciado,1996-06-15,adolfo.cerón_docente@educacion.edu.ec
149,fc604c63b7654e49b944b95e4a701fb1,Carlos,Posada,41,Masculino,Maestria,1981-11-18,carlos_posada_docente@educacion.edu.ec
150,0abfb17084e741cd8331a0827bad74d2,Antonio,Rodríguez,47,Masculino,Tecnologo,1975-10-13,antonio.rodríguez_docente@educacion.edu.ec
151,8e4341fae1ac46acabf05ec068644d66,Amanda,Moreno,38,Femenino,Tecnologo,1984-09-11,amanda.moreno_docente@educacion.edu.ec
152,d80e319d2253465ea2fee08a0897cd8d,Marlene,Valderrama,40,Femenino,Licenciado,1982-08-11,marlene_valderrama_docente@educacion.edu.ec
153,6703dc0a80f7455fbcbb8d1837fab89a,María,Cruz,25,Femenino,Maestria,1997-09-02,maría_cruz_docente@educacion.edu.ec
154,f86f5b1879e44afaa0f13a009ea2ff2d,Mauricio,Palacios,41,Masculino,Maestria,1981-06-09,mauricio.palacios_docente@educacion.edu.ec
155,e9b16b391ebc4218b951a8c638236131,Diana,Marín,44,Femenino,Maestria,1978-02-16,diana.marín_docente@educacion.edu.ec
156,98cb988e17a54c8c9d5e5d908b37ffc2,María,Medina,46,Femenino,Licenciado,1976-10-17,maría.medina_docente@educacion.edu.ec
157,06ea0619b85c49829a1a1770e8420aac,Karina,Pinzón,49,Femenino,Licenciado,1973-09-12,karina.pinzón_docente@educacion.edu.ec
158,5edd0fc2be5e4063b01dcbd6b7417642,Cecilia,Gómez,33,Femenino,Licenciado,1988-12-09,cecilia.gómez_docente@educacion.edu.ec
159,784207406c1d4eeabc1351d8a21664ab,Walter,Arboleda,38,Masculino,Maestria,1984-02-12,walter_arboleda_docente@educacion.edu.ec
160,a6e1a92bdfdb42b0b83de3defe576c38,Ana,Blanco,39,Femenino,Licenciado,1983-10-21,ana_blanco_docente@educacion.edu.ec
161,a7582e6c46c54334861dcca1fa08eafe,Valentina,Bautista,49,Femenino,Licenciado,1973-02-08,valentina_bautista_docente@educacion.edu.ec
162,30a4bc554fde4bb682ea5719dd1982e8,Wendy,Vélez,33,Femenino,Maestria,1989-06-06,wendy_vélez_docente@educacion.edu.ec
163,d173c4a9d1604bb3926896e361e6312f,María,Lozano,48,Femenino,Bachillerato,1974-07-09,maría.lozano_docente@educacion.edu.ec
164,76cb997440724437b5b7b9d7c6812d88,Ana,Guerrero,26,Femenino,Bachillerato,1996-11-24,ana.guerrero_docente@educacion.edu.ec
165,57ed8b2268cc418bb560cae7b5002e86,José,Arteaga,30,Masculino,Maestria,1992-04-04,josé.arteaga_docente@educacion.edu.ec
166,856c730c38d94eb8b0deaca9d5d4df90,Manuel,Sánchez,25,Masculino,Licenciado,1997-07-15,manuel_sánchez_docente@educacion.edu.ec
167,645dcca415544549ad2dcf02aa50f15d,Carlos,Orjuela,37,Masculino,Tecnologo,1985-08-01,carlos_orjuela_docente@educacion.edu.ec
168,d86242e09d3540538f78a926ee68ed3a,Helena,Bonilla,41,Femenino,Licenciado,1981-01-11,helena_bonilla_docente@educacion.edu.ec
169,2535bf57fa3d481991c2cae4e83d09e2,María,Oviedo,42,Femenino,Tecnologo,1980-08-22,maría.oviedo_docente@educacion.edu.ec
170,5d45de0cf6c34ce4810b1b7c5c62f882,Humberto,Niño,31,Masculino,Tecnologo,1991-09-28,humberto.niño_docente@educacion.edu.ec
171,8618d1de6904462795ae650fb0f344c6,Manuel,Pérez,44,Masculino,Licenciado,1978-09-10,manuel_pérez_docente@educacion.edu.ec
172,090e11106d134b32bbaa0537fc65aca0,Gustavo,Núñez,33,Masculino,Tecnologo,1989-09-25,gustavo_núñez_docente@educacion.edu.ec
173,506f4e54b16d4ad694b2fb44e32756bd,Laura,Gómez,25,Femenino,Maestria,1997-09-30,laura_gómez_docente@educacion.edu.ec
174,096c40e4b9cf4692834872e7e3769879,Cristina,Gómez,37,Femenino,Maestria,1985-10-17,cristina.gómez_docente@educacion.edu.ec
175,f2961b94bba849d5a5fce0fb40601b54,Jairo,López,36,Masculino,Maestria,1986-01-14,jairo_lópez_docente@educacion.edu.ec
176,99ef938d54d04053bc2784e5d083b7e7,Deisy,Ariza,48,Femenino,Licenciado,1973-12-05,deisy_ariza_docente@educacion.edu.ec
177,4f0f833045184f038c11cd33a3c59459,Elmer,González,43,Masculino,Licenciado,1979-04-28,elmer.gonzález_docente@educacion.edu.ec
178,8d7d5f28cb9b4463acaf851eb70679d8,José,Guerrero,46,Masculino,Maestria,1976-09-15,josé_guerrero_docente@educacion.edu.ec
179,4f2ad1cecfdb4723940a7648d06875b1,Pablo,Rodríguez,42,Masculino,Maestria,1980-11-11,pablo_rodríguez_docente@educacion.edu.ec
180,93258ebe89584811a52204426f442c77,Cecilia,Salcedo,34,Femenino,Bachillerato,1988-07-04,cecilia.salcedo_docente@educacion.edu.ec
181,e286a5beacf4445c80102023661cb508,María,Ruiz,28,Femenino,Licenciado,1994-08-25,maría_ruiz_docente@educacion.edu.ec
182,9a2d8c7eb4c84b4d848327a93d78e56a,Carmen,Fernández,43,Femenino,Licenciado,1979-08-05,carmen.fernández_docente@educacion.edu.ec
183,e9c97ed6bcda4270a644b80234c3f2ea,Reinaldo,Rengifo,32,Masculino,Bachillerato,1990-04-12,reinaldo_rengifo_docente@educacion.edu.ec
184,d7dd9772f6c44b7cac836d795461d5a9,Patricia,Salazar,48,Femenino,Tecnologo,1974-01-28,patricia_salazar_docente@educacion.edu.ec
185,7ad9894ca4e34a758dcd3942261cbacb,David,Garzón,41,Masculino,Tecnologo,1980-12-20,david_garzón_docente@educacion.edu.ec
186,b20c0b0cf1a346c59bcc568bfe145e0e,Juan,Rodríguez,34,Masculino,Licenciado,1988-01-04,juan.rodríguez_docente@educacion.edu.ec
